Year DOY   SOD           (X)           (Y)           (Z)       (DT)    (TH)    (TW)    (TT)   (SDE)
2017 191  8880   4208830.037   2334850.470   4171267.384      6.716   2.282   0.161   2.443  12.758
2017 191  8910   4208830.039   2334850.464   4171267.384      6.849   2.282   0.161   2.444  12.762
2017 191  8940   4208830.040   2334850.459   4171267.385      7.343   2.282   0.161   2.444  12.766
2017 191  8970   4208830.042   2334850.455   4171267.386      7.474   2.282   0.161   2.444  12.771
2017 191  9000   4208830.043   2334850.452   4171267.386      7.532   2.282   0.162   2.444  12.776
2017 191  9030   4208830.045   2334850.451   4171267.386      7.634   2.282   0.162   2.445  12.778
2017 191  9060   4208830.046   2334850.454   4171267.386      7.263   2.282   0.162   2.445  12.777
2017 191  9090   4208830.046   2334850.452   4171267.387      7.009   2.282   0.163   2.445  12.776
2017 191  9120   4208830.047   2334850.451   4171267.387      6.512   2.282   0.163   2.445  12.774
2017 191  9150   4208830.047   2334850.454   4171267.387      8.416   2.282   0.163   2.445  12.773
2017 191  9180   4208830.047   2334850.455   4171267.387      8.073   2.282   0.163   2.445  12.771
2017 191  9210   4208830.046   2334850.455   4171267.388      7.912   2.282   0.163   2.445  12.771
2017 191  9240   4208830.046   2334850.454   4171267.389      7.818   2.282   0.162   2.445  12.770
2017 191  9270   4208830.046   2334850.451   4171267.390      7.499   2.282   0.163   2.445  12.772
2017 191  9300   4208830.045   2334850.450   4171267.390      7.338   2.282   0.163   2.445  12.772
2017 191  9330   4208830.045   2334850.449   4171267.390      7.304   2.282   0.162   2.445  12.771
2017 191  9360   4208830.045   2334850.446   4171267.390      7.286   2.282   0.163   2.445  12.773
2017 191  9390   4208830.046   2334850.445   4171267.390      7.221   2.282   0.163   2.445  12.776
2017 191  9420   4208830.046   2334850.445   4171267.390      7.361   2.282   0.163   2.445  12.778
2017 191  9450   4208830.046   2334850.447   4171267.389      7.483   2.282   0.163   2.445  12.781
2017 191  9480   4208830.047   2334850.444   4171267.389      7.396   2.282   0.163   2.445  12.789
2017 191  9510   4208830.047   2334850.443   4171267.390      7.308   2.282   0.163   2.445  12.793
2017 191  9540   4208830.046   2334850.442   4171267.390      7.307   2.282   0.163   2.445  12.797
2017 191  9570   4208830.045   2334850.439   4171267.390      6.979   2.282   0.163   2.445  12.801
2017 191  9600   4208830.045   2334850.443   4171267.390      7.261   2.282   0.162   2.445  12.805
2017 191  9630   4208830.045   2334850.445   4171267.390      7.152   2.282   0.162   2.444  12.807
2017 191  9660   4208830.046   2334850.446   4171267.390      6.862   2.282   0.162   2.445  12.811
2017 191  9690   4208830.046   2334850.449   4171267.390      6.909   2.282   0.162   2.444  12.813
2017 191  9720   4208830.047   2334850.451   4171267.390      7.067   2.282   0.162   2.445  12.817
2017 191  9750   4208830.047   2334850.455   4171267.390      7.009   2.282   0.162   2.444  12.820
2017 191  9780   4208830.047   2334850.459   4171267.390      7.042   2.282   0.162   2.444  12.823
2017 191  9810   4208830.048   2334850.461   4171267.392      6.552   2.282   0.161   2.444  12.826
2017 191  9840   4208830.048   2334850.460   4171267.393      6.749   2.282   0.161   2.443  12.829
2017 191  9870   4208830.049   2334850.459   4171267.394      6.545   2.282   0.161   2.443  12.833
2017 191  9900   4208830.050   2334850.462   4171267.394      6.615   2.282   0.161   2.443  12.835
2017 191  9930   4208830.051   2334850.465   4171267.394      6.496   2.282   0.161   2.443  12.840
2017 191  9960   4208830.051   2334850.467   4171267.395      6.521   2.282   0.161   2.443  12.843
2017 191  9990   4208830.052   2334850.467   4171267.395      6.903   2.282   0.161   2.444  12.846
2017 191 10020   4208830.052   2334850.469   4171267.395      6.884   2.282   0.161   2.443  12.849
2017 191 10050   4208830.051   2334850.471   4171267.395      6.998   2.282   0.161   2.443  12.853
2017 191 10080   4208830.051   2334850.471   4171267.395      7.063   2.282   0.161   2.443  12.856
2017 191 10110   4208830.052   2334850.471   4171267.395      7.082   2.282   0.161   2.443  12.861
2017 191 10140   4208830.052   2334850.474   4171267.396      6.833   2.282   0.160   2.443  12.860
2017 191 10170   4208830.052   2334850.478   4171267.396      7.099   2.282   0.160   2.442  12.859
2017 191 10200   4208830.053   2334850.482   4171267.397      6.945   2.282   0.159   2.442  12.859
2017 191 10230   4208830.053   2334850.485   4171267.397      7.048   2.282   0.158   2.441  12.855
2017 191 10260   4208830.053   2334850.487   4171267.397      7.042   2.282   0.158   2.440  12.852
2017 191 10290   4208830.054   2334850.489   4171267.398      7.161   2.282   0.157   2.439  12.848
2017 191 10320   4208830.055   2334850.493   4171267.398      7.167   2.282   0.156   2.439  12.848
2017 191 10350   4208830.055   2334850.494   4171267.400      6.935   2.282   0.156   2.438  12.845
2017 191 10380   4208830.056   2334850.496   4171267.400      6.840   2.282   0.156   2.438  12.850
2017 191 10410   4208830.058   2334850.499   4171267.402      6.944   2.282   0.155   2.437  12.852
2017 191 10440   4208830.059   2334850.501   4171267.403      6.982   2.282   0.155   2.437  12.855
2017 191 10470   4208830.060   2334850.503   4171267.404      6.724   2.282   0.154   2.437  12.863
2017 191 10500   4208830.061   2334850.506   4171267.405      6.816   2.282   0.154   2.436  12.866
2017 191 10530   4208830.062   2334850.508   4171267.406      6.565   2.282   0.153   2.436  12.873
2017 191 10560   4208830.064   2334850.511   4171267.407      6.524   2.282   0.152   2.435  12.878
2017 191 10590   4208830.067   2334850.518   4171267.410      6.713   2.282   0.151   2.433  12.884
2017 191 10620   4208830.067   2334850.521   4171267.411      6.329   2.282   0.150   2.432  12.885
2017 191 10650   4208830.068   2334850.524   4171267.413      6.753   2.282   0.149   2.431  12.887
2017 191 10680   4208830.068   2334850.527   4171267.414      6.825   2.282   0.148   2.430  12.890
2017 191 10710   4208830.069   2334850.529   4171267.415      6.692   2.282   0.147   2.429  12.893
2017 191 10740   4208830.068   2334850.527   4171267.416      6.579   2.282   0.146   2.429  12.899
2017 191 10770   4208830.069   2334850.527   4171267.416      6.824   2.282   0.146   2.428  12.906
2017 191 10800   4208830.069   2334850.527   4171267.417      6.285   2.282   0.145   2.428  12.911
2017 191 10830   4208830.070   2334850.531   4171267.419      6.681   2.282   0.144   2.426  12.912
2017 191 10860   4208830.070   2334850.529   4171267.419      6.749   2.282   0.144   2.426  12.915
2017 191 10890   4208830.068   2334850.527   4171267.419      6.666   2.282   0.144   2.426  12.918
2017 191 10920   4208830.068   2334850.524   4171267.420      6.655   2.282   0.144   2.426  12.918
2017 191 10950   4208830.067   2334850.523   4171267.420      6.824   2.282   0.144   2.426  12.925
2017 191 10980   4208830.067   2334850.521   4171267.420      6.832   2.282   0.144   2.427  12.932
2017 191 11010   4208830.067   2334850.517   4171267.420      6.687   2.282   0.144   2.427  12.939
2017 191 11040   4208830.066   2334850.514   4171267.420      6.774   2.282   0.144   2.427  12.945
2017 191 11070   4208830.066   2334850.510   4171267.420      7.022   2.282   0.144   2.427  12.951
2017 191 11100   4208830.065   2334850.507   4171267.421      6.514   2.282   0.144   2.427  12.954
2017 191 11130   4208830.064   2334850.503   4171267.420      6.330   2.282   0.144   2.427  12.956
2017 191 11160   4208830.063   2334850.498   4171267.420      6.044   2.282   0.145   2.427  12.957
2017 191 11190   4208830.061   2334850.494   4171267.419      6.338   2.282   0.145   2.427  12.957
2017 191 11220   4208830.062   2334850.495   4171267.420      6.668   2.282   0.145   2.427  12.959
2017 191 11250   4208830.062   2334850.495   4171267.420      6.775   2.282   0.145   2.427  12.961
2017 191 11280   4208830.063   2334850.495   4171267.420      6.781   2.282   0.145   2.427  12.966
2017 191 11310   4208830.063   2334850.495   4171267.421      6.812   2.282   0.145   2.427  12.971
2017 191 11340   4208830.063   2334850.497   4171267.420      6.768   2.282   0.144   2.427  12.975
2017 191 11370   4208830.063   2334850.497   4171267.420      7.360   2.282   0.144   2.427  12.974
2017 191 11400   4208830.063   2334850.497   4171267.421      7.152   2.282   0.144   2.427  12.975
2017 191 11430   4208830.063   2334850.497   4171267.421      7.019   2.282   0.145   2.427  12.974
2017 191 11460   4208830.063   2334850.498   4171267.421      6.815   2.282   0.145   2.427  12.970
2017 191 11490   4208830.064   2334850.498   4171267.422      6.570   2.282   0.145   2.427  12.967
2017 191 11520   4208830.064   2334850.499   4171267.423      6.505   2.282   0.145   2.427  12.964
2017 191 11550   4208830.065   2334850.500   4171267.424      6.731   2.282   0.144   2.427  12.969
2017 191 11580   4208830.065   2334850.501   4171267.425      6.475   2.282   0.144   2.427  12.975
2017 191 11610   4208830.064   2334850.501   4171267.425      6.812   2.282   0.144   2.426  12.979
2017 191 11640   4208830.064   2334850.503   4171267.426      6.967   2.282   0.144   2.426  12.984
2017 191 11670   4208830.065   2334850.504   4171267.426      6.958   2.282   0.143   2.426  12.988
2017 191 11700   4208830.065   2334850.505   4171267.427      6.944   2.282   0.143   2.426  12.992
2017 191 11730   4208830.066   2334850.508   4171267.428      6.913   2.282   0.143   2.426  12.999
2017 191 11760   4208830.065   2334850.506   4171267.427      6.544   2.282   0.144   2.426  13.004
2017 191 11790   4208830.064   2334850.505   4171267.427      6.626   2.282   0.143   2.426  13.010
2017 191 11820   4208830.064   2334850.507   4171267.428      6.563   2.282   0.143   2.425  13.015
2017 191 11850   4208830.064   2334850.509   4171267.427      6.355   2.282   0.142   2.425  13.021
2017 191 11880   4208830.064   2334850.508   4171267.427      6.538   2.282   0.143   2.425  13.026
2017 191 11910   4208830.064   2334850.510   4171267.428      6.890   2.282   0.142   2.425  13.030
2017 191 11940   4208830.064   2334850.511   4171267.428      6.796   2.282   0.142   2.425  13.034
2017 191 11970   4208830.064   2334850.512   4171267.428      6.733   2.282   0.142   2.425  13.038
2017 191 12000   4208830.064   2334850.513   4171267.429      7.225   2.282   0.142   2.424  13.042
2017 191 12030   4208830.063   2334850.513   4171267.428      7.166   2.282   0.142   2.424  13.047
2017 191 12060   4208830.063   2334850.515   4171267.428      7.067   2.282   0.142   2.424  13.052
2017 191 12090   4208830.064   2334850.516   4171267.428      7.454   2.282   0.142   2.424  13.053
2017 191 12120   4208830.065   2334850.518   4171267.429      7.496   2.282   0.141   2.424  13.060
2017 191 12150   4208830.065   2334850.520   4171267.429      7.056   2.282   0.141   2.424  13.065
2017 191 12180   4208830.064   2334850.519   4171267.428      6.306   2.282   0.141   2.424  13.069
2017 191 12210   4208830.064   2334850.519   4171267.428      6.113   2.282   0.141   2.423  13.076
2017 191 12240   4208830.063   2334850.519   4171267.428      6.399   2.282   0.141   2.423  13.080
2017 191 12270   4208830.063   2334850.518   4171267.428      6.187   2.282   0.141   2.423  13.082
2017 191 12300   4208830.062   2334850.517   4171267.428      6.117   2.282   0.141   2.423  13.082
2017 191 12330   4208830.063   2334850.519   4171267.429      6.027   2.282   0.141   2.423  13.082
2017 191 12360   4208830.063   2334850.519   4171267.429      6.184   2.282   0.141   2.424  13.082
2017 191 12390   4208830.063   2334850.520   4171267.430      6.199   2.282   0.141   2.423  13.087
2017 191 12420   4208830.063   2334850.521   4171267.430      5.993   2.282   0.141   2.423  13.087
2017 191 12450   4208830.064   2334850.521   4171267.430      5.951   2.282   0.141   2.423  13.084
2017 191 12480   4208830.064   2334850.521   4171267.430      5.952   2.282   0.141   2.424  13.081
2017 191 12510   4208830.064   2334850.521   4171267.430      6.119   2.282   0.141   2.424  13.079
2017 191 12540   4208830.064   2334850.521   4171267.430      6.018   2.282   0.141   2.424  13.088
2017 191 12570   4208830.064   2334850.522   4171267.430      6.122   2.282   0.141   2.424  13.096
2017 191 12600   4208830.064   2334850.522   4171267.430      6.381   2.282   0.141   2.424  13.105
2017 191 12630   4208830.064   2334850.523   4171267.430      6.382   2.282   0.141   2.424  13.109
2017 191 12660   4208830.065   2334850.523   4171267.429      6.534   2.282   0.141   2.424  13.114
2017 191 12690   4208830.064   2334850.523   4171267.429      6.630   2.282   0.141   2.424  13.124
2017 191 12720   4208830.065   2334850.523   4171267.429      6.821   2.282   0.141   2.424  13.133
2017 191 12750   4208830.065   2334850.524   4171267.429      5.791   2.282   0.141   2.423  13.137
2017 191 12780   4208830.065   2334850.525   4171267.429      6.643   2.282   0.141   2.423  13.139
2017 191 12810   4208830.066   2334850.527   4171267.430      6.473   2.282   0.141   2.423  13.148
2017 191 12840   4208830.067   2334850.529   4171267.430      6.250   2.282   0.140   2.423  13.154
2017 191 12870   4208830.067   2334850.530   4171267.431      6.545   2.282   0.140   2.423  13.160
2017 191 12900   4208830.067   2334850.531   4171267.431      5.749   2.282   0.140   2.423  13.167
2017 191 12930   4208830.067   2334850.531   4171267.431      5.486   2.282   0.140   2.423  13.167
2017 191 12960   4208830.066   2334850.529   4171267.430      5.262   2.282   0.140   2.423  13.165
2017 191 12990   4208830.066   2334850.530   4171267.430      5.076   2.282   0.140   2.423  13.169
2017 191 13020   4208830.066   2334850.530   4171267.430      5.277   2.282   0.140   2.423  13.176
2017 191 13050   4208830.066   2334850.530   4171267.430      5.128   2.282   0.140   2.422  13.182
2017 191 13080   4208830.066   2334850.532   4171267.430      5.850   2.282   0.140   2.422  13.185
2017 191 13110   4208830.065   2334850.532   4171267.430      5.864   2.282   0.140   2.422  13.190
2017 191 13140   4208830.065   2334850.531   4171267.430      5.949   2.282   0.140   2.422  13.189
2017 191 13170   4208830.064   2334850.530   4171267.429      5.704   2.282   0.140   2.423  13.187
2017 191 13200   4208830.064   2334850.530   4171267.429      5.707   2.282   0.141   2.423  13.188
2017 191 13230   4208830.063   2334850.528   4171267.428      5.764   2.282   0.141   2.424  13.187
2017 191 13260   4208830.063   2334850.527   4171267.428      5.676   2.282   0.141   2.424  13.197
2017 191 13290   4208830.063   2334850.527   4171267.428      5.487   2.282   0.141   2.424  13.203
2017 191 13320   4208830.062   2334850.527   4171267.427      5.424   2.282   0.141   2.424  13.205
2017 191 13350   4208830.062   2334850.528   4171267.428      5.330   2.282   0.141   2.424  13.211
2017 191 13380   4208830.063   2334850.529   4171267.428      5.384   2.282   0.141   2.423  13.218
2017 191 13410   4208830.064   2334850.530   4171267.429      5.233   2.282   0.141   2.423  13.224
2017 191 13440   4208830.064   2334850.531   4171267.429      5.684   2.282   0.141   2.423  13.225
